"Name","State","Notes","User","Tags","Created","Runtime","Sweep","arch","augment","base_lr","batch_size_test","batch_size_train","epochs","label_smoothing","momentum","scheduler","seed","weight_decay","Train Acc","Train Loss","Val Acc","Val Loss","epoch","lr"
"baseline-training_Final","finished","-","","","2025-12-10T13:44:25.000Z","4675","","MobileNetV2","RandAugment(num_ops=2, magnitude=9)","0.05","256","128","200","0.1","0.9","CosineAnnealingLR(T_max=epochs)","42","0.0005","87.06","0.7899276112656459","88.63","0.7641029506921768","199","0"
